ORF,gravy score,aliphatic index
YEL018C-A,1.13,121.3
YEL034C-A,0.15,83.62
YEL053W-A,0.62,94.34
YER006C-A,-0.22,75.7
YER038W-A,-0.48,49.78
YER046W-A,-0.18,78.3
YER067C-A,0.71,98.57
YER068C-A,0.35,89.61
YER076W-A,0.21,93.79
YER079C-A,0.92,138.31
YER084W-A,0.15,84.18
YER087C-A,0.54,90.52
YER088C-A,-0.75,65.04
YER107W-A,0.65,99.97
YER133W-A,-0.29,73.56
YER137W-A,0.31,81.47
YER145C-A,0.13,80.51
YER147C-A,0.42,83.59
YER148W-A,0.4,92.46
YER152W-A,0.04,101.49
YER165C-A,1.04,105.74
YER172C-A,0.31,106.46
YER188C-A,-0.09,82.86
YFL015W-A,-0.35,67.63
YFL021C-A,0.06,86.13
YFR036W-A,0.2,62.91
YFR052C-A,0.64,126.29
YGL006W-A,0.12,97.65
YHL002C-A,0.27,86.14
YHL006W-A,0.43,98.83
YHL019W-A,0.22,84.74
YHL030W-A,0.49,94.3
YHL034W-A,0.51,111.89
YHL046W-A,0.38,91.79
YHR028W-A,0.36,97.44
YHR056W-A,0.18,116.62
YHR063W-A,0.72,99.5
YHR069C-A,0.49,102.37
YHR070C-A,0.11,86.8
YHR071C-A,0.32,108.17
YHR131W-A,0.06,104.45
YHR165W-A,0.04,70.93
YHR182C-A,-0.26,75.36
YHR193C-A,0.32,110.75
YHR218W-A,-0.14,100.9
YIL020C-A,-0.19,58.44
YIL029W-A,0.28,98.99
YIL030W-A,0.23,88.17
YIL047C-A,0.56,120.29
YIL066W-A,0.25,93.74
YIL068W-A,0.34,90.89
YIL071W-A,0.58,119.04
YIL100C-A,0.76,111.97
YIL115W-A,0.1,68.32
YIL142C-A,0.82,108.99
YIL156W-A,-0.03,99.61
YIL171W-A,0.55,111.47
YIR017W-A,0.62,87.43
YIR020C-B,0.14,96.05
YIR023C-A,1.26,141.05
YIR030W-A,0.56,117.08
YIR036W-A,-0.06,84.55
YJL047C-A,-0.1,107.54
YJL133C-A,-0.13,67.66
YJL136W-A,0.43,109.63
YLR264C-A,-0.09,90.42
YML031C-A,0.09,102.88
YNL067W-B,-0.15,46.67
YOL013W-A,-0.19,67.75
YOL038C-A,-0.63,50.27
YAL063C-A,0.08,110.89
YBL039C-A,0.34,90.75
YBR121C-A,0.35,103.3
YBR196C-B,0.49,124.53
YBR221W-A,-0.82,64.23
YCR024C-B,1.13,95.6
YDR003W-A,-0.7,43.83
YDR118W-A,-0.48,54.08
YDR320W-B,0.44,106.84
YDR371C-A,1.1,152.66
YFR009W-A,-0.36,74.39
YFR010W-A,0.72,98.75
YGL014C-A,-0.25,97.61
YGL041W-A,-0.66,86.17
YGR035W-A,0.43,102.51
YHL015W-A,0.18,107.21
YHL048C-A,0.19,90.3
YHR007C-A,-0.45,92.67
YHR032W-A,-0.18,69.32
YHR050W-A,0.0,85.89
YHR073C-B,0.08,71.81
YHR073W-A,-0.48,80.96
YIL002W-A,-0.74,91.95
YIL046W-A,1.08,92.21
YIR018C-A,-0.52,65.76
YIR021W-A,0.14,105.88
YJL197C-A,0.1,84.21
YKL100W-A,-0.52,79.14
YKL145W-A,1.62,205.94
YLR154W-F,-0.14,99.01
YLR163W-A,0.83,135.72
YLR361C-A,-1.35,50.88
YLR364C-A,0.15,85.89
YMR013C-A,1.24,147.94
YMR175W-A,0.39,86.2
YMR247W-A,0.41,116.41
YNL042W-B,-0.3,75.06
YNL146C-A,0.11,81.66
YNL277W-A,0.0,102.48
YOL083C-A,-0.08,92.14
YOL097W-A,-0.17,66.68
YOL155W-A,-0.04,70.13
YOR034C-A,-0.23,61.01
YOR192C-C,-0.14,89.47
YOR293C-A,-0.06,95.78
YPL119C-A,0.55,95.71
YPR160W-A,0.75,123.63
YPR170W-A,1.18,134.27
R0010W,-0.32,82.79
R0030W,-0.16,100.21
R0020C,-0.46,76.05
R0040C,-0.52,82.06
YHR199C-A,-0.76,99.65
YCL012C,-0.43,87.85
YBR230W-A,-0.54,56.05
YCR095W-A,0.15,89.32
YER090C-A,-0.6,76.97
YGR161W-C,-0.35,69.48
YBR201C-A,-0.21,58.67
YBR056C-B,-0.63,49.82
YGL194C-A,0.31,117.26
YCL048W-A,0.62,99.62
YDR461C-A,-1.35,27.93
YDR374W-A,-0.55,92.34
YDR119W-A,0.14,79.19
YDL007C-A,0.08,113.08
YKL023C-A,-0.48,76.03
YKL065W-A,-0.5,87.36
YLR146W-A,-1.06,52.76
YIL102C-A,1.2,152.4
YPR145C-A,-1.22,63.35
YDR014W-A,-1.03,66.36
YPR010C-A,-0.15,97.21
YCL054W-A,-0.36,82.11
