Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
-238.0666,0,27,2,4,27,-10.1505,-10.8436471805599,227.9161,227.22295281944
-16.9869,0,23,0,0,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.1441,0,22,0,2,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.007,0,44,1,4,44,-16.9869,-16.9869,-1.9798,-1.9798
-16.6596,0,31,1,3,31,-14.4494,-14.4494,2.2102,2.2102
-13.8703,0,19,0,1,19,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.855,0,3,1,0,3,-12.2933,-12.2933,-1.4383,-1.4383
-15.052,0,30,5,8,30,-13.3046,-14.7808505003927,1.7475,0.271236328908004
-11.0993,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.8135,0,65,1,6,65,-13.5822,-13.5822,0.23133,0.23133
-15.8688,1,32,3,8,33,-13.3006,-14.2624177588469,2.5682,1.60639059108597
-9.9344,0,17,1,2,17,-11.0048,-11.0048,-1.0704,-1.0704
-12.0167,0,50,1,4,50,-16.4732,-16.4732,-4.4565,-4.4565
-694.8137,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.6366,0,69,3,5,69,-12.9929,-13.9484007490905,-4.3563,-5.31181185763067
-10.6302,0,103,0,5,103,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,8,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.0782,0,15,2,0,15,-13.6945,-14.2849614558887,-1.6162,-2.20667121439493
-11.044,0,83,1,4,83,-9.1798,-9.1798,1.8642,1.8642
-13.5731,0,27,3,5,27,-13.162,-14.0127954151122,0.41111,-0.43969380294486
-12.7103,0,14,0,2,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.6226,0,48,2,6,48,-14.568,-14.7089166685397,-3.9454,-4.08631666853969
-16.3658,0,38,2,3,38,-12.8093,-13.2197985798979,3.5565,3.14600142010213
-12.3837,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.1323,1,18,0,3,19,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.0916,1,0,0,0,1,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,2,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,18,0,3,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.1204,0,13,2,6,13,-16.2922,-16.433837686196,-3.1718,-3.31348007701844
-9.7294,0,18,3,6,18,-13.7012,-14.787167068342,-3.9717,-5.05766706834198
-13.163,0,46,3,5,46,-11.9485,-12.8229157465213,1.2145,0.340086909790447
-9.216,0,108,2,6,108,-11.7725,-12.4368997857466,-2.5565,-3.2208997857466
-15.355,0,35,0,2,35,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,34,2,2,34,-10.471,-11.1638079632465,454.0842,453.391392036753
NaN,NaN,9,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,69,1,5,69,-13.3146,-13.3146,451.2406,451.2406
-11.3827,0,16,2,6,16,-10.3463,-10.9870811551743,1.0364,0.395618844825713
-9.2812,0,22,1,5,22,-11.118,-11.118,-1.8369,-1.8369
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.9512,0,16,0,5,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.8604,0,8,3,0,8,-9.1763,-10.1135054987569,0.68402,-0.253173818841923
-10.079,0,32,0,2,32,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,10,1,0,10,-14.651,-14.651,449.9042,449.9042
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-16.4391,0,45,3,6,45,-12.6632,-13.522018762728,3.7759,2.917081237272
-12.8972,0,30,2,3,30,-13.611,-14.2196020968673,-0.71377,-1.32237452892699
-464.5552,0,38,1,2,38,-20.4783,-20.4783,444.077,444.077
-10.4726,0,68,0,3,68,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,35,2,5,35,-14.0374,-14.4515222922638,450.5178,450.103677707736
NaN,NaN,7,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-16.8446,0,34,0,1,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,4,2,0,4,-8.2957,-8.98655567441379,456.2596,455.568744096709
-13.0321,0,66,1,2,66,-15.7979,-15.7979,-2.7657,-2.7657
-13.984,4,33,3,5,37,-12.7412,-13.7485369827352,1.2428,0.235463017264781
-9.0208,0,44,1,3,44,-13.3437,-13.3437,-4.323,-4.323
-694.8137,0,45,1,2,45,-16.9223,-16.9223,677.8914,677.8914
-10.8898,0,68,1,3,68,-16.042,-16.042,-5.1522,-5.1522
-464.5552,0,33,4,4,33,-10.8315,-12.160108582654,453.7237,452.395093302934
-10.0049,0,20,1,6,20,-19.9154,-19.9154,-9.9105,-9.9105
-11.9536,0,28,2,5,28,-10.7459,-11.6789209966505,681.3,680.201387711332
-694.8137,0,3,1,0,3,-13.5137,-13.5137,681.3,681.3
-12.5481,1,11,1,0,12,-13.1328,-13.1328,-0.58475,-0.58475
-10.1724,0,64,1,5,64,-14.043,-14.043,-3.8705,-3.8705
-694.8137,0,6,2,0,6,-11.0515,-11.7129082556244,683.7622,683.100791744376
-11.2851,0,19,2,3,19,-9.5612,-10.237160245536,1.7239,1.04794145855598
-7.8634,0,5,1,0,5,-16.7661,-16.7661,-8.9027,-8.9027
-15.2096,1,31,3,6,32,-11.987,-13.0705736768815,3.2226,2.13902661264849
-12.5814,0,34,0,2,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.7857,1,26,2,5,27,-12.0851,-12.9858086941076,-0.29949,-1.20291617370311
-10.4634,1,3,1,0,4,-17.4873,-17.4873,-7.024,-7.024
-694.8137,0,94,0,2,94,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,9,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.5686,0,15,1,1,15,-10.7335,-10.7335,-2.1649,-2.1649
-7.1325,0,42,0,4,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.9393,0,55,3,3,55,-11.5109,-12.5652812425999,-1.5717,-2.62608124259987
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.6529,0,0,0,0,0,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-234.2967,0,5,1,0,5,-13.1222,-13.1222,221.1745,221.1745
-464.5552,0,7,2,0,7,-12.1551,-12.8124312119001,452.4002,451.742865270053
-10.3602,1,9,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.3226,1,20,0,4,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.369,2,6,3,0,8,-10.2281,-11.1789354878865,-0.85913,-1.80996161222085
NaN,NaN,5,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.1487,0,35,3,5,35,-15.1004,-15.8898253608055,-3.9517,-4.741151955475
-15.0364,0,32,3,6,32,-14.5547,-15.139088794266,0.48176,-0.102648727044252
-13.01,0,7,1,0,7,-14.2818,-14.2818,-1.2718,-1.2718
-6.9094,0,35,2,5,35,-10.1968,-10.702351069333,-3.2875,-3.79303396356832
-11.0664,0,16,2,4,16,-14.5064,-15.196297262188,-3.44,-4.12989726218796
-10.6804,0,13,3,3,13,-14.3202,-15.0019399260354,-3.6398,-4.32153992603537
-14.4822,1,7,1,0,8,-18.1043,-18.1043,-3.6221,-3.6221
-12.2131,0,7,1,0,7,-12.2196,-12.2196,-0.00650900000000004,-0.00650900000000004
-9.7265,0,18,2,4,18,-11.1278,-11.7651063711876,-1.4013,-2.0386009398977
-13.3256,0,15,1,4,15,-14.9429,-14.9429,-1.6173,-1.6173
-10.6389,0,48,3,5,48,-11.7265,-12.6955872968897,-1.0876,-2.05668729688972
-8.1476,1,4,0,0,5,-11.9183,-12.489537405963,-4.0534,-4.624637405963
-7.8649,1,5,2,0,6,-11.9183,-12.489537405963,-4.0534,-4.624637405963
-10.079,0,69,3,5,69,-10.5569,-11.5758641335765,-0.47786,-1.49682700720374
-10.7801,1,34,5,8,35,-14.6901,-15.3928042619946,-3.9101,-4.61275967338351
-14.9411,0,35,0,5,35,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.2921,0,34,2,5,34,-13.6273,-14.1426505847612,-0.33514,-0.850500357755016
-11.1629,0,38,0,0,38,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.0571,0,16,1,3,16,-15.4443,-15.4443,0.61277,0.61277
-12.9851,0,32,4,5,32,-11.9183,-12.9762631697728,1.0668,0.00883001543491146
NaN,NaN,6,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.1027,0,109,3,5,109,-10.6423,-11.1993820193533,2.4604,1.90331771985939
-14.1153,0,15,1,4,15,-12.1561,-12.1561,1.9592,1.9592
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,22,1,3,22,-14.5995,-14.5995,680.2142,680.2142
-19.1269,0,25,0,1,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.0038,0,13,1,3,13,-17.1923,-17.1923,-5.1885,-5.1885
-8.7968,0,8,0,1,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,2,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,18,2,5,18,-13.1372,-13.7702503920159,221.1595,220.526449607984
-8.9441,0,27,1,3,27,-16.7792,-16.7792,-7.8352,-7.8352
-9.8251,1,39,2,3,40,-14.8168,-15.4861625548104,-4.9917,-5.66106255481041
-9.7446,0,35,1,1,35,-11.3136,-11.3136,-1.569,-1.569
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.4452,0,9,0,0,9,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.9511,1,47,2,3,48,-14.1977,-14.8671984926801,-0.24658,-0.916076622907107
-12.3704,4,20,4,5,24,-11.488,-12.6052779518737,0.88238,-0.234909557754232
-14.8443,1,30,3,7,31,-12.6119,-13.5985658624411,2.2324,1.24572966853338
-9.6269,0,35,2,4,35,-13.1408,-13.8119864731289,-3.5139,-4.18508864515528
-14.6619,0,7,1,2,7,-12.3663,-12.3663,2.2956,2.2956
-14.456,1,17,0,4,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.8273,0,97,4,7,97,-10.8587,-12.0321617509425,0.9686,-0.204861750942489
-15.269,1,30,0,2,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,14,0,1,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-234.2967,0,18,4,5,18,-13.2695,-14.4108200256526,221.0272,219.885894924752
-4.0382,0,18,1,4,18,-8.624,-8.624,-4.5857,-4.5857
-16.0406,0,38,0,1,38,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,40,1,3,40,-15.2296,-15.2296,679.5842,679.5842
-6.8293,0,12,1,4,12,-15.5976,-15.5976,-8.7683,-8.7683
-11.5589,0,57,2,4,57,-13.8535,-14.5462900390885,-2.2946,-2.98739003908847
-464.5552,0,11,0,1,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,2,3,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,16,2,4,16,-12.8575,-13.54017299601,681.9563,681.27362596209
NaN,NaN,6,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,33,1,5,33,-16.4834,-16.4834,678.3303,678.3303
-14.1153,0,37,2,5,37,-14.7319,-15.3365407091089,-0.61664,-1.22127732093434
-6.8387,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.1374,0,24,1,2,24,-15.1756,-15.1756,-8.0382,-8.0382
-464.5552,0,6,0,0,6,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.0925,1,4,1,0,5,-11.187,-11.187,-0.094526,-0.094526
-16.9079,0,59,1,4,59,-18.6167,-18.6167,-1.7089,-1.7089
-17.2345,0,11,3,5,11,-13.7555,-14.738231957496,3.479,2.49627283060102
-11.4328,0,10,1,0,10,-18.5757,-18.5757,-7.1429,-7.1429
-11.2364,0,25,2,2,25,-13.0496,-13.6482982609434,-1.8133,-2.41198924795444
-9.2495,0,63,4,4,63,-14.2404,-14.7923155879175,-4.9908,-5.54272730968133
-10.2489,0,27,1,2,27,-18.8747,-18.8747,-8.6259,-8.6259
-15.3643,0,37,1,2,37,-12.9644,-12.9644,2.3999,2.3999
-13.5383,0,27,0,2,27,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.4233,0,22,3,6,22,-12.6565,-13.7236958912007,-2.2333,-3.30049589120072
-13.6273,0,56,2,2,56,-11.6757,-12.2885651568767,1.9516,1.33873484312335
-8.0625,0,21,1,4,21,-16.9218,-16.9218,-8.8593,-8.8593
-464.5552,0,40,2,5,40,-10.909,-11.5984865902346,453.6462,452.956713775174
-7.9477,0,49,2,4,49,-16.16,-16.6858393663829,-8.2123,-8.73815477181333
-464.5552,0,42,3,8,42,-15.3739,-16.0744193312152,449.1814,448.480847829847
NaN,NaN,5,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-234.2967,0,41,2,6,41,-15.1627,-15.4061426582128,219.134,218.890557341787
NaN,NaN,11,1,3,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.2557,0,26,2,4,26,-12.3498,-13.0130969360687,2.9059,2.24260512264005
-15.8475,5,17,3,6,22,-11.2488,-12.2475532492651,4.5987,3.59994675073492
-9.3308,1,19,0,2,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.9762,0,21,3,5,21,-10.4538,-11.303547886763,-0.47756,-1.32729477888724
-13.1328,0,51,1,3,51,-14.2055,-14.2055,-1.0727,-1.0727
-18.3681,0,28,4,7,28,-10.9613,-12.2560495696374,7.4068,6.11204168280592
NaN,NaN,8,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-4.0382,0,62,3,5,62,-8.2493,-9.34311933997355,-4.2111,-5.30491932887314
-464.5552,0,31,1,6,31,-11.6197,-11.6197,452.9356,452.9356
-16.1004,0,44,1,6,44,-15.5776,-15.5776,0.52282,0.52282
-9.8988,1,27,0,3,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.3363,4,21,0,1,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.033,0,25,0,2,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,96,0,3,96,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.17,0,55,1,4,55,-17.3051,-17.3051,-5.1351,-5.1351
-15.6761,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.6965,0,11,3,0,11,-12.6692,-13.6232154709496,2.0273,1.07328061885436
-17.163,0,15,3,5,15,-13.1383,-14.1742377068644,4.0248,2.98885648137415
-16.7696,1,52,2,2,53,-8.3989,-9.08670420562355,8.3707,7.68289526153028
-10.5556,0,13,0,0,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.1615,2,42,3,5,44,-13.2481,-13.8457554657608,-1.0866,-1.6842171851232
-464.5552,0,69,1,5,69,-14.9934,-14.9934,449.5619,449.5619
-13.9077,0,27,0,0,27,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.2413,0,14,1,4,14,-15.5921,-15.5921,0.64914,0.64914
-14.5793,0,27,0,2,27,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.6873,2,22,1,6,24,-17.337,-17.337,-6.6498,-6.6498
-7.8649,0,12,1,0,12,-13.5036,-13.5036,-5.6387,-5.6387
-13.6943,1,45,3,7,46,-12.6657,-13.689721301515,1.0286,0.0045786984850364
-10.5824,1,74,0,1,75,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,57,2,2,57,-9.0124,-9.70238969462542,455.5428,454.852810305375
-10.2895,0,4,3,0,4,-13.8623,-14.3420818039282,-3.5728,-4.05258180392822
-234.2967,0,14,2,0,14,-11.7785,-12.4469331086645,222.5183,221.849864450337
-10.1225,0,25,1,4,25,-15.9814,-15.9814,-5.8588,-5.8588
-4.0382,0,163,2,8,163,-7.0255,-7.7174779211186,-2.9873,-3.6792779211186
-8.4874,0,22,3,9,22,-13.2343,-14.256902519861,-4.7469,-5.76950251986102
-8.6977,0,27,1,4,27,-17.0122,-17.0122,-8.3145,-8.3145
-6.9143,0,23,4,5,23,-8.8263,-10.0760623387512,-1.912,-3.16176339803045
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.2304,0,67,2,3,67,-10.2362,-10.9290063654449,1.9942,1.30139363455508
-15.1275,0,33,2,6,33,-14.4132,-15.0739103978197,0.71435,0.0536411980365186
-694.8137,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,28,4,6,28,-10.0811,-11.4603877329785,684.7326,683.353312267022
-13.2312,0,117,0,2,117,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.2494,0,48,1,1,48,-15.9641,-15.9641,-5.7147,-5.7147
-694.8137,0,81,1,4,81,-15.6422,-15.6422,679.1715,679.1715
-14.1691,0,25,2,2,25,-12.2763,-12.965309705024,1.8928,1.20379029497605
-14.8041,0,31,2,4,31,-14.2827,-14.9659455408171,0.52138,-0.161865343759596
NaN,NaN,9,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.7247,0,27,0,2,27,-12.0626,-12.6105924669301,452.4926,451.94460753307
-464.5552,0,3,2,0,3,-12.0626,-12.6105924669301,452.4926,451.94460753307
-694.8137,0,61,1,3,61,-16.2458,-16.2458,678.5679,678.5679
-464.5552,0,46,3,5,46,-8.2471,-9.34125655785661,456.3081,455.213943442143
-13.1759,0,29,0,1,29,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.4063,0,9,0,0,9,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,12,0,0,12,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.1078,0,20,0,2,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,11,2,3,11,-12.2531,-13.5460341911948,679.5351,678.84195281944
-694.8137,0,28,1,2,28,-15.2786,-15.2786,679.5351,679.5351
-694.8137,0,109,1,2,109,-15.2786,-15.2786,679.5351,679.5351
NaN,NaN,13,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.9782,0,24,2,3,24,-16.027,-16.7101505031738,-4.0488,-4.73195050317383
-8.0709,0,51,2,4,51,-10.6181,-11.3111535493524,-2.5472,-3.24025354935239
-11.009,0,30,4,11,30,-12.4647,-13.5220681099243,-1.4557,-2.51307089700672
-9.6872,0,15,1,2,15,-15.8383,-15.8383,-6.151,-6.151
-11.2206,2,23,1,4,25,-16.292,-16.292,-5.0714,-5.0714
-14.7796,0,41,0,4,41,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-237.9925,0,25,3,4,25,-11.8402,-12.9380262409439,226.1523,225.054473759056
-16.3591,0,42,0,3,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.3897,1,41,1,4,42,-17.0728,-17.0728,-4.6831,-4.6831
-14.0286,0,36,1,5,36,-10.0049,-10.0049,4.0236,4.0236
NaN,NaN,9,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,94,2,3,94,-15.6563,-16.2263266866512,679.1574,678.587384898149
-8.7812,0,52,0,1,52,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,31,1,3,31,-16.8114,-16.8114,447.7438,447.7438
-12.6112,0,6,2,0,6,-15.8142,-16.3210299671593,-3.2029,-3.70972996715934
-9.3202,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.4422,0,5,1,0,5,-12.9655,-12.9655,-3.5233,-3.5233
NaN,NaN,10,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.3427,0,26,0,3,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.4221,0,12,1,3,12,-14.9404,-14.9404,-3.5183,-3.5183
-18.4439,0,13,2,3,13,-13.5911,-14.2446370525881,4.8529,4.19935906400822
-11.458,0,19,2,3,19,-14.3483,-14.3706935106797,-2.8903,-2.91269351067967
-14.5273,0,36,0,2,36,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-8.4134,0,21,2,6,21,-13.1996,-13.850614859978,-4.7862,-5.43721073407134
-12.2922,0,12,1,0,12,-16.2196,-16.2196,-3.9274,-3.9274
-464.5552,0,42,0,3,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.6043,0,17,0,0,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.3991,0,60,2,2,60,-15.9718,-16.6153925530027,-2.5727,-3.21629255300275
-9.5658,0,11,2,3,11,-12.6912,-13.3622601313558,-3.1253,-3.79636231574062
-13.7565,0,22,0,0,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.5434,0,19,0,3,19,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.8971,0,39,1,3,39,-13.2149,-13.2149,1.6821,1.6821
-464.5552,0,40,2,5,40,-12.0587,-12.7512867920278,452.4965,451.803913207972
NaN,NaN,9,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-18.2847,0,21,1,4,21,-11.435,-11.435,6.8497,6.8497
-694.8137,0,56,0,3,56,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.1832,0,10,2,4,10,-12.4451,-13.0067005928496,-1.2619,-1.8235005928496
-12.7594,0,29,0,3,29,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,68,4,6,68,-12.2303,-13.0427603767426,452.3249,451.51248328835
-13.4984,0,24,2,2,24,-12.9084,-13.4715207538883,0.59005,0.0269231498567835
-11.0388,0,33,0,1,33,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,9,3,0,9,-10.8316,-11.9050223738265,453.7237,452.650275319673
-14.4242,1,60,0,3,61,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.8932,0,51,2,9,51,-15.1173,-15.8019367117807,0.77584,0.0912037966958335
-11.715,3,28,0,5,31,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,21,0,4,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,15,2,7,15,-13.0945,-13.5599233672195,681.7193,681.253856268008
-464.5552,0,13,2,7,13,-10.2061,-10.8272282013216,454.3492,453.728071798678
-694.8137,0,13,1,2,13,-19.1063,-19.1063,675.7074,675.7074
-464.5552,0,30,3,6,30,-11.1806,-12.2242857863126,453.3746,452.330915864542
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,107,2,4,107,-14.622,-15.2565996625292,680.1917,679.557100337471
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.2049,0,23,2,3,23,-10.4726,-11.0967304831258,0.73237,0.108241517569299
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,13,0,2,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.9408,0,24,5,7,24,-10.4653,-12.0282411656092,3.4755,1.91256222171172
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-18.8393,1,9,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,7,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.3932,1,33,0,2,34,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.0141,0,27,0,2,27,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.9599,0,47,2,3,47,-9.7498,-10.4422233563029,0.21012,-0.482303370774022
-15.8096,0,8,1,3,8,-15.0863,-15.0863,0.7233,0.7233
-10.8157,0,4,1,0,4,-15.5967,-15.5967,-4.781,-4.781
-12.6249,1,59,3,4,60,-12.8225,-13.6714354468614,-0.19765,-1.04657439927126
-11.3788,1,35,2,6,36,-14.8789,-15.4706516345436,-3.5001,-4.09185163454355
-15.5969,0,58,1,6,58,-11.8397,-11.8397,3.7573,3.7573
-17.6267,6,7,0,1,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.4898,0,12,3,3,12,-14.6959,-15.2208522093334,-2.2061,-2.73105220933341
-14.4758,0,134,1,2,134,-14.6027,-14.6027,-0.12685,-0.12685
-11.2206,0,15,3,5,15,-16.4783,-16.9935372686685,-5.2577,-5.77294977395428
-15.022,0,10,0,1,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.474,0,48,1,3,48,-19.9748,-19.9748,-8.5008,-8.5008
-16.3799,0,21,2,5,21,-10.3298,-11.0173539482026,6.05,5.36244616335092
-8.597,0,23,2,4,23,-15.8013,-16.154822389365,-7.2043,-7.55782238936498
-12.5134,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.0132,0,51,2,4,51,-13.0845,-13.766386470955,-2.0713,-2.75318647095501
-13.2124,2,16,5,0,18,-11.5738,-13.0779634078979,1.6386,0.134430922857862
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
