,Gene Name,DTT Fold Change,DTT Intensity (Median),DTT Localization,DTT STD,Description,H2O2 Fold Change,H2O2 Intensity (Median),H2O2 Localization,H2O2 STD,MA3 Fold Change,MA3 Intensity (Median),MA3 Localization,MA3 STD,N' NATIVEpr-GFP in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' NOP1pr-GFP in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' TEF2pr-mCherry in SD Localization,ORF,Pup2 DAmP Localization,SD Intensity (Median),SD Localization,SD STD,Significance of DTT Intensity (Median) Change,Significance of H2O2 Intensity (Median) Change,Significance of MA3 Intensity (Median) Change,Significance of Starvation Intensity (Median) Change,Starvation Fold Change,Starvation Intensity (Median),Starvation Localization,Starvation STD
4322,SWP1,1.28,96.81,ER,39.43,"Delta subunit of the oligosaccharyl transferase glycoprotein complex, which is required for N-linked glycosylation of proteins in the endoplasmic reticulum",0.83,63.41,ER,7.7,0.85,64.56,ER,10.82,25.44,below threshold,81.86,"ER,vacuole",24.12,,48.76,"cell periphery,vacuole",YMR149W,ER,75.58,ER,23.83,0.0,0.0,0.0,0.0,0.97,73.52,ER,
4323,SWP82,,,,,,,,,,,,,,29.96,nucleus,49.63,nucleus,26.69,below threshold,10.51,nucleus,YFL049W,,,,,,,,,,,,
4324,SWR1,0.94,20.34,nucleus,6.0,"Swi2/Snf2-related ATPase that is the structural component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A",1.13,24.42,nucleus,4.92,1.11,23.78,nucleus,2.53,19.26,below threshold,35.08,nucleus,25.07,nucleus,12.95,nucleus,YDR334W,nucleus,21.47,nucleus,5.31,0.0,0.0,0.0,0.0,0.88,18.99,nucleus,
4325,SWS2,1.09,57.86,mitochondria,24.52,"Putative mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S13 ribosomal protein; participates in controlling sporulation efficiency",0.65,34.79,vacuole,6.98,0.85,45.06,mitochondria,6.24,19.16,below threshold,22.37,punctate,0.0,,0.0,below threshold,YNL081C,mitochondria,52.76,mitochondria,11.82,0.0,0.0,0.0,0.0,1.32,69.96,mitochondria,
4326,SWT1,0.86,16.04,cytosol,6.04,"RNA endoribonuclease involved in perinuclear mRNP quality control via the turnover of aberrant, unprocessed pre-mRNAs; interacts with subunits of THO/TREX, TREX-2, and RNA polymerase II; contains a PIN (PilT N terminus) domain",0.95,17.72,cytosol,4.18,1.05,19.49,below threshold,2.38,20.49,cytosol,82.76,cytosol,0.0,,116.49,cytosol,YOR166C,below threshold,18.5,below threshold,3.23,0.0,0.0,0.0,0.0,0.72,13.45,cytosol,
4327,SWT21,1.0,18.37,cytosol,6.07,Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats,1.06,19.57,cytosol,4.46,0.98,18.03,below threshold,3.95,16.6,below threshold,32.71,"cytosol,punctate,nucleus",25.47,below threshold,13.47,"cytosol,punctate,nucleus",YNL187W,below threshold,18.35,below threshold,3.89,0.0,0.0,0.0,0.0,1.45,26.7,cytosol,
4328,SXM1,0.99,17.86,cytosol,5.89,"Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1",0.91,16.42,cytosol,3.46,0.93,16.78,cytosol,3.04,98.33,nucleus,127.25,"nucleus,nuclear periphery",61.53,nucleus,125.89,nucleus,YDR395W,cytosol,17.98,cytosol,4.58,0.0,0.0,0.0,0.0,0.92,16.55,cytosol,
4329,SYC1,0.72,13.94,cytosol,6.3,"Subunit of the APT subcomplex of cleavage and polyadenylation factor, may have a role in 3' end formation of both polyadenylated and non-polyadenylated RNAs",0.81,15.71,cytosol,3.41,0.94,18.17,below threshold,4.24,32.43,nucleus,52.22,nucleus,0.0,,15.21,nucleus,YOR179C,below threshold,19.31,below threshold,5.06,0.0,0.0,0.0,0.0,0.88,17.05,cytosol,
4330,SYF1,0.91,23.47,nucleus,9.1,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; homologs in human and C. elegans",0.93,23.85,nucleus,5.34,0.95,24.35,nucleus,3.57,27.68,nucleus,61.61,nucleus,0.0,,41.33,nucleus,YDR416W,nucleus,25.57,nucleus,5.59,0.0,0.0,0.0,0.0,0.8,20.67,nucleus,
4331,SYF2,0.95,35.7,nucleus,10.11,"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; isy1 syf2 cells have defective spindles activiating cell cycle arrest",0.79,29.74,nucleus,7.57,0.79,29.59,nucleus,5.72,34.16,nucleus,57.66,nucleus,0.0,,56.4,nucleus,YGR129W,nucleus,37.45,nucleus,8.67,0.0,0.0,0.0,0.0,1.01,37.96,nucleus,
4332,SYG1,0.74,24.77,vacuole membrane,8.09,Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency,0.91,30.35,vacuole membrane,6.67,0.79,26.47,vacuole membrane,3.43,20.33,below threshold,69.97,vacuole membrane,29.61,"ambigous,punctate",70.46,vacuole membrane,YIL047C,vacuole membrane,33.32,vacuole membrane,9.6,0.0,0.0,0.0,0.0,0.9,30.22,vacuole membrane,
4333,SYH1,1.11,18.1,cytosol,6.5,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1.04,16.96,cytosol,3.62,1.05,17.07,below threshold,2.43,36.06,cytosol,0.0,cytosol,47.33,cytosol,67.58,cytosol,YPL105C,below threshold,16.24,below threshold,3.5,0.0,0.0,0.0,0.0,1.0,16.33,cytosol,
4334,SYM1,1.03,15.44,cytosol,5.66,Protein required for ethanol metabolism; induced by heat shock and localized to the inner mitochondrial membrane; homologous to mammalian peroxisomal membrane protein Mpv17,1.1,16.5,cytosol,3.38,1.06,15.93,below threshold,2.53,21.16,below threshold,56.76,mitochondria,23.53,below threshold,46.26,"cell periphery,vacuole",YLR251W,below threshold,14.98,below threshold,3.41,0.0,0.0,0.0,0.0,1.19,17.95,cytosol,
4335,SYN8,,,,,,,,,,,,,,22.37,punctate,88.19,punctate,45.2,punctate,148.29,"punctate,vacuole",YAL014C,,,,,,,,,,,,
4336,SYO1,,,,,,,,,,,,,,41.65,cytosol,85.45,cytosol,45.1,nucleus,98.5,cytosol,YDL063C,,,,,,,,,,,,
4337,SYP1,1.61,61.52,"punctate, bud neck",21.36,Protein of unknown function that is involved in endocytic site formation; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization,1.22,46.44,"punctate, bud neck",10.35,1.08,41.16,"punctate, bud neck",7.83,34.42,"punctate,bud neck",107.32,"cell periphery,punctate,bud neck",0.0,,102.8,missing,YCR030C,"punctate, bud neck",,"punctate, bud neck",12.7,1.0,0.0,0.0,,,,punctate,
4338,SYS1,,,,,,,,,,,,,,,,,,,,,,YJL004C,,14.74,below threshold,4.51,,,,,,,,
4339,SYT1,0.92,14.56,cytosol,4.74,Guanine nucleotide exchange factor (GEF) for Arf proteins; involved in vesicular transport; suppressor of ypt3 mutations; member of the Sec7-domain family,1.07,17.05,cytosol,2.92,1.07,16.98,below threshold,3.35,19.27,below threshold,41.0,cytosol,36.03,cytosol,38.02,cytosol,YPR095C,below threshold,15.82,below threshold,3.37,0.0,0.0,0.0,0.0,1.07,17.02,cytosol,
4340,TAD1,0.87,15.6,cytosol,5.43,"tRNA-specific adenosine deaminase, deaminates adenosine-37 to inosine in tRNA-Ala",0.95,16.95,cytosol,2.68,0.97,17.19,below threshold,3.07,21.61,punctate,99.49,cytosol,51.51,cytosol,146.08,cytosol,YGL243W,below threshold,17.8,below threshold,4.0,0.0,0.0,0.0,0.0,1.38,24.63,cytosol,
4341,TAD2,1.2,25.34,nucleus.cytosol,10.74,"Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs",0.75,15.93,nucleus.cytosol,3.2,0.99,20.86,nucleus:cytosol,6.0,26.33,"punctate,nucleus",57.08,"cytosol,nucleus",0.0,,28.93,nucleus,YJL035C,nucleus:cytosol,20.96,nucleus:cytosol,4.8,0.0,-1.0,0.0,-1.0,0.83,17.48,"nucleus,cytosol",
4342,TAD3,0.88,17.11,nucleus.cytosol,4.39,"Subunit of tRNA-specific adenosine-34 deaminase, forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs",1.1,21.25,nucleus.cytosol,4.62,1.03,19.84,nucleus:cytosol,2.77,20.6,cytosol,137.81,"cytosol,punctate",30.31,cytosol,80.82,cytosol,YLR316C,nucleus:cytosol,19.29,nucleus:cytosol,5.29,0.0,0.0,0.0,0.0,1.42,27.46,"nucleus,cytosol",
4343,TAE1,1.0,29.76,cytosol,11.16,Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family; has a role in protein synthesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YBR261C is not an essential gene,0.8,23.79,cytosol,6.14,0.89,26.43,cytosol,5.21,45.73,cytosol,177.48,cytosol,64.48,cytosol,235.75,cytosol,YBR261C,cytosol,29.72,cytosol,7.06,0.0,0.0,0.0,0.0,1.15,34.35,cytosol,
4344,TAF1,,,nucleus,,"TFIID subunit (145 kDa), involved in RNA polymerase II transcription initiation; possesses in vitro histone acetyltransferase activity but its role in vivo appears to be minor; involved in promoter binding and G1/S progression",0.92,25.54,nucleus,4.48,1.16,31.91,nucleus,4.26,29.18,nucleus,50.76,"punctate,nucleus",0.0,,24.24,nucleus,YGR274C,nucleus,27.49,nucleus,6.26,0.0,0.0,0.0,0.0,0.81,22.38,nucleus,
4345,TAF10,1.11,17.12,cytosol,6.63,"Subunit (145 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification",0.82,12.61,cytosol,2.35,1.0,15.35,below threshold,1.88,57.15,nucleus,100.3,nucleus,32.65,nucleus,70.61,nucleus,YDR167W,below threshold,15.3,below threshold,3.77,0.0,0.0,0.0,0.0,1.28,19.66,cytosol,
4346,TAF11,1.02,16.94,cytosol,5.58,"TFIID subunit (40 kDa), involved in RNA polymerase II transcription initiation, similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors",1.08,17.79,cytosol,4.09,1.1,18.08,below threshold,4.92,29.69,nucleus,40.83,"cytosol,nucleus",25.86,below threshold,52.82,"cytosol,nucleus",YML015C,below threshold,16.47,below threshold,4.3,0.0,0.0,0.0,0.0,1.02,16.92,cytosol,
4347,TAF12,1.11,38.59,nucleus,15.47,"Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A",1.03,35.99,nucleus,6.84,1.24,43.08,nucleus,9.32,43.7,nucleus,81.7,nucleus,27.73,nucleus,50.89,"punctate,nucleus",YDR145W,nucleus,34.7,nucleus,7.57,0.0,0.0,0.0,0.0,0.94,32.91,nucleus,
4348,TAF13,0.74,13.99,cytosol,5.42,"TFIID subunit (19 kDa), involved in RNA polymerase II transcription initiation, similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors",0.92,17.52,cytosol,3.67,0.94,17.81,below threshold,2.49,23.7,nucleus,75.1,nucleus,0.0,,113.4,nucleus,YML098W,below threshold,18.89,below threshold,4.59,0.0,0.0,0.0,0.0,0.86,16.26,cytosol,
4349,TAF14,1.12,20.87,cytosol,7.72,"Subunit of TFIID, TFIIF, INO80, SWI/SNF, and NuA3 complexes, involved in RNA polymerase II transcription initiation and in chromatin modification; contains a YEATS domain",0.94,17.67,cytosol,3.5,1.11,20.59,below threshold,3.46,22.84,nucleus,36.6,"cytosol,nucleus",48.91,nucleus,73.26,missing,YPL129W,below threshold,18.61,below threshold,4.29,0.0,0.0,0.0,0.0,1.13,21.1,cytosol,
4350,TAF2,0.88,24.93,nucleus,5.66,"TFIID subunit (150 kDa), involved in RNA polymerase II transcription initiation",1.18,33.31,nucleus,6.94,0.97,27.43,nucleus,3.87,21.08,nucleus,56.59,nucleus,25.61,below threshold,,missing,YCR042C,nucleus,28.15,nucleus,6.75,0.0,0.0,0.0,0.0,0.94,26.7,nucleus,
4351,TAF3,,,nucleus,,"TFIID subunit (47 kDa), involved in promoter binding and RNA polymerase II transcription initiation",1.03,32.17,nucleus,8.05,0.99,30.86,nucleus,3.95,31.02,nucleus,39.89,nucleus,0.0,,32.98,nucleus,YPL011C,nucleus,31.17,nucleus,7.27,0.0,0.0,0.0,0.0,1.05,32.86,nucleus,
4352,TAF4,,,,,,,,,,,,,,38.73,nucleus,58.02,nucleolus,26.58,nucleus,19.05,nucleus,YMR005W,,,,,,,,,,,,
4353,TAF5,1.0,17.57,cytosol,8.55,"Subunit (90 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification",0.92,16.19,cytosol,3.84,0.99,17.21,below threshold,3.86,,missing,54.35,nucleus,29.46,nucleus,,missing,YBR198C,below threshold,17.43,below threshold,5.3,0.0,0.0,0.0,0.0,1.1,19.22,cytosol,
4354,TAF6,1.27,50.98,nucleus,45.88,"Subunit (60 kDa) of TFIID and SAGA complexes, involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4",0.62,25.06,nucleus,35.82,0.39,15.81,nucleus,2.36,43.24,nucleus,102.42,nucleolus,28.08,nucleus,81.89,nucleus,YGL112C,nucleus,40.09,nucleus,18.57,0.0,-1.0,-1.0,0.0,0.87,34.91,nucleus,
4355,TAF7,,,,,,,,,,,,,,30.9,nucleus,65.99,nucleus,29.15,nucleus,55.21,nucleus,YMR227C,,,,,,,,,,,,
4356,TAF8,1.22,32.54,nucleus,10.94,"TFIID subunit (65 kDa), involved in RNA polymerase II transcription initiation",1.06,28.3,nucleus,5.91,0.9,24.09,nucleus,2.76,22.12,nucleus,44.6,nucleus,,,23.91,nucleus,YML114C,nucleus,26.66,nucleus,7.08,0.0,0.0,0.0,0.0,0.89,23.83,nucleus,
4357,TAF9,1.16,69.86,nucleus,21.44,"Subunit (17 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H3",0.85,51.52,nucleus,11.46,0.93,55.8,nucleus,7.13,66.55,nucleus,79.4,"punctate,nucleus",,,75.6,"punctate,nucleus",YMR236W,nucleus,60.12,nucleus,13.95,0.0,0.0,0.0,0.0,0.91,54.99,nucleus,
4358,TAH1,0.98,16.8,cytosol,6.24,"HSP90 cofactor; interacts with Hsp82p, Pih1p, Rvb1 and Rvb2, contains a single TPR domain with at least two TPR motifs",1.14,19.39,cytosol,3.67,0.88,14.98,below threshold,1.76,44.72,nucleus,193.66,cytosol,71.62,cytosol,307.63,punctate,YCR060W,below threshold,16.99,below threshold,3.48,0.0,0.0,0.0,0.0,1.04,17.84,cytosol,
4359,TAH11,1.03,26.58,nucleus,8.72,"DNA replication licensing factor, required for pre-replication complex assembly",1.16,29.94,nucleus,6.1,1.07,27.46,nucleus,4.24,22.35,cytosol,71.7,nucleus,39.23,cytosol,99.81,nucleus,YJR046W,nucleus,25.68,nucleus,7.01,0.0,0.0,0.0,-1.0,0.74,19.08,nucleus,
4360,TAH18,,,,,,,,,,,,,,21.08,below threshold,69.21,cytosol,45.8,cytosol,93.86,cytosol,YPR048W,,,,,,,,,,,,
4361,TAL1,1.62,544.87,nucleus,214.81,"Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate",1.62,544.87,nucleus,153.19,1.1,368.92,nucleus,74.85,174.94,nucleus,352.44,nucleus,0.0,,397.38,nucleus,YLR354C,nucleus,334.62,nucleus,100.62,1.0,1.0,0.0,1.0,1.86,622.64,nucleus,
4362,TAM41,1.04,29.87,mitochondria,8.6,Mitochondrial protein involved in protein import into the mitochondrial matrix; maintains the functional integrity of the TIM23 protein translocator complex; viability of null mutant is strain-dependent; mRNA is targeted to the bud,1.05,30.37,mitochondria,5.53,1.1,31.64,mitochondria,4.95,25.58,mitochondria,71.43,mitochondria,26.81,,49.07,missing,YGR046W,mitochondria,28.68,mitochondria,6.95,0.0,0.0,0.0,1.0,1.94,55.76,mitochondria,
4363,TAN1,,,nucleus,,"Putative tRNA acetyltransferase, RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA",,,nucleus,,,,nucleus,,25.86,nucleus,105.68,nucleus,0.0,,173.15,nucleus,YGL232W,nucleus,28.45,nucleus,6.79,0.0,0.0,0.0,,,,technical problem,
4364,TAO3,1.03,21.35,cytosol,7.55,"Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p",1.1,22.87,cytosol,3.71,1.18,24.35,cytosol,3.2,30.71,cytosol,67.18,"cytosol,bud",47.25,cytosol,38.49,cytosol,YIL129C,cytosol,20.7,cytosol,5.12,0.0,0.0,0.0,0.0,1.08,22.52,cytosol,
4365,TAP42,,,,,,,,,,,,,,39.81,cytosol,87.71,cytosol,48.19,cytosol,149.58,cytosol,YMR028W,,,,,,,,,,,,
4366,TAR1,,,,,,,,,,,,,,17.68,below threshold,14.15,below threshold,22.69,,5.59,below threshold,YLR154W-C,,,,,,,,,,,,
4367,TAT1,0.41,41.87,cell periphery,17.37,"Amino acid transport protein for valine, leucine, isoleucine, and tyrosine, low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance",0.52,53.35,cell periphery,11.91,0.78,79.19,cell periphery,16.05,41.89,ER,99.08,"cell periphery,ER",38.23,cell periphery,84.29,"cell periphery,ER,vacuole",YBR069C,cell periphery,100.99,cell periphery,30.72,-1.0,-1.0,0.0,0.0,0.18,18.37,cytosol,
4368,TAT2,0.62,36.17,cell periphery,11.76,"High affinity tryptophan and tyrosine permease, overexpression confers FK506 and FTY720 resistance",,,punctate,,0.92,53.36,cell periphery,7.23,25.85,ER,41.6,ER,29.98,below threshold,39.92,"ER,vacuole",YOL020W,cell periphery,57.86,cell periphery,12.88,0.0,0.0,0.0,-1.0,0.3,17.79,cell periphery,
4369,TAX4,1.03,16.76,cytosol,5.41,"EH domain-containing protein involved in regulating phosphatidylinositol 4,5-bisphosphate levels and autophagy; Irs4p and Tax4p bind and activate the PtdIns phosphatase Inp51p; Irs4p and Tax4p are involved in localizing Atg17p to the PAS",1.01,16.43,cytosol,3.57,1.11,17.99,below threshold,2.95,19.68,below threshold,36.13,cytosol,26.5,below threshold,10.24,below threshold,YJL083W,below threshold,16.16,below threshold,3.25,0.0,0.0,0.0,0.0,0.99,16.04,cytosol,
4370,TAZ1,,,,,,,,,,,,,,32.03,"ER,punctate,mitochondria",77.4,"punctate,mitochondria",27.82,mitochondria,97.85,"ER,punctate",YPR140W,,,,,,,,,,,,
4371,TBF1,1.07,39.97,nucleus,12.22,Telobox-containing general regulatory factor; binds to TTAGGG repeats within subtelomeric anti-silencing regions (STARs) and possibly throughout the genome and mediates their insulating capacity by blocking silent chromatin propagation,1.01,37.57,nucleus,6.48,1.01,37.43,nucleus,6.57,29.53,"punctate,nucleus",100.56,nucleus,0.0,,133.26,nucleus,YPL128C,nucleus,37.15,nucleus,8.86,0.0,0.0,0.0,0.0,0.99,36.91,nucleus,
4372,TBS1,0.83,15.51,cytosol,5.77,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",1.02,19.02,cytosol,3.41,1.24,22.84,below threshold,3.41,18.83,below threshold,30.34,nucleus,25.53,nucleus,25.41,nucleus,YBR150C,below threshold,18.49,below threshold,4.25,0.0,0.0,0.0,0.0,0.93,17.28,nucleus,
4373,TCA17,0.74,24.81,punctate,8.24,Protein that interacts with subunits of the TRAPP complex and may play a role its assembly or stability; mutation is synthetically lethal with gcs1 deletion; Sedlin_N family member; human Sedlin mutations cause the skeletal disorder SEDT,0.88,29.61,punctate,5.55,0.92,30.69,punctate,5.67,36.55,punctate,75.53,"cytosol,punctate",39.22,cytosol,148.47,cytosol,YEL048C,punctate,33.51,punctate,9.28,0.0,0.0,0.0,-1.0,0.58,19.57,punctate,
4374,TCB1,1.24,69.37,cell periphery,30.32,"Lipid-binding protein containing three calcium and lipid binding domains; non-tagged protein localizes to mitochondria and GFP-fusion protein localizes to the cell periphery; C-termini of Tcb1p, Tcb2p and Tcb3p interact",1.16,64.83,cell periphery,12.74,1.28,71.61,cell periphery,12.34,22.26,"cell periphery,punctate",140.59,ER,48.59,ER,129.93,"cell periphery,ER",YOR086C,cell periphery,55.81,cell periphery,16.73,0.0,0.0,0.0,1.0,1.67,93.52,cell periphery,
4375,TCB2,0.7,29.72,cell periphery,11.42,Bud-specific protein with a potential role in membrane trafficking; GFP-fusion protein migrates from the cell surface to intracellular vesicles near vacuole; contains 3 calcium and lipid binding domains; mRNA is targeted to the bud,0.97,41.01,cell periphery,9.11,0.86,35.98,cell periphery,5.51,37.65,"cell periphery,punctate",117.8,"cell periphery,ER",45.55,ER,101.07,"cell periphery,ER,punctate",YNL087W,cytosol,41.87,cell periphery,11.72,0.0,0.0,0.0,0.0,0.7,29.66,cell periphery,
4376,TCB3,,,,,,,,,,,,,,,,,,,,,,YML072C,,19.01,below threshold,3.87,,,,,,,,
4377,TCD1,,,,,"Protein of unknown function, localized to the mitochondrial outer membrane",,,,,,,,,45.6,cytosol,79.65,cytosol,0.0,,0.0,missing,YHR003C,,,,,,,,,,,,
4378,TCD2,,,,,"Protein of unknown function, localized to the mitochondrial outer membrane",,,,,,,,,36.68,punctate,54.49,cytosol,21.86,below threshold,164.79,"punctate,mitochondria",YKL027W,,,,,,,,,,,,
4379,TCM62,0.89,15.44,cytosol,4.82,Protein involved in the assembly of the mitochondrial succinate dehydrogenase complex; putative chaperone,0.92,16.01,cytosol,3.44,0.91,15.8,below threshold,1.81,,missing,48.18,mitochondria,23.74,,93.31,missing,YBR044C,below threshold,17.25,below threshold,4.68,0.0,0.0,0.0,0.0,0.98,16.96,cytosol,
4380,TCO89,1.05,26.43,vacuole membrane,9.59,"Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p), a complex that regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin",1.04,26.22,vacuole membrane,4.85,1.07,26.72,vacuole membrane,4.47,25.61,vacuole membrane,50.75,"cytosol,vacuole membrane",30.59,cytosol,27.53,cytosol,YPL180W,vacuole membrane,25.0,vacuole membrane,5.68,0.0,0.0,0.0,0.0,1.06,26.71,vacuole membrane,
